Movie Name,Year,Genre
Quest for Fire ,1981,"Adventure
"
Little Big Man ,1970,"Comedy|Drama|Western
"
"Face in the Crowd, A ",1957,"Drama
"
Trading Places ,1983,"Comedy
"
Meatballs ,1979,"Comedy
"
Meatballs Part II ,1984,"Comedy
"
Meatballs III ,1987,"Comedy
"
Meatballs 4 ,1992,"Comedy
"
Dead Again ,1991,"Mystery|Romance|Thriller
"
Peter's Friends ,1992,"Comedy|Drama
"
"Incredibly True Adventure of Two Girls in Love, The ",1995,"Comedy|Romance
"
Experience Preferred... But Not Essential ,1982,"Drama
"
Under the Rainbow ,1981,"Comedy
"
How I Won the War ,1967,"Comedy|War
"
Light It Up ,1999,"Drama
"
Anywhere But Here ,1999,"Drama
"
Dogma ,1999,"Comedy
"
"Messenger: The Story of Joan of Arc, The ",1999,"Drama|War
"
Pokémon: The First Movie ,1998,"Animation|Children's
"
Felicia's Journey ,1999,"Thriller
"
Oxygen ,1999,"Thriller
"
Where's Marlowe? ,1999,"Comedy
"
"Ape, The ",1940,"Horror|Sci-Fi
"
British Intelligence ,1940,"Drama
"
"Commitments, The ",1991,"Comedy|Drama
"
Holiday Inn ,1942,"Comedy|Musical
"
"Longest Day, The ",1962,"Action|Drama|War
"
Poison Ivy ,1992,"Thriller
"
Poison Ivy: New Seduction ,1997,"Thriller
"
Ten Benny ,1997,"Drama
"
Tora! Tora! Tora! ,1970,"War
"
Women on the Verge of a Nervous Breakdown ,1988,"Comedy|Drama
"
"Verdict, The ",1982,"Drama
"
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The ",1972,"Drama
"
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The ",1984,"Adventure|Comedy|Sci-Fi
"
Stand and Deliver ,1987,"Drama
"
Moonstruck ,1987,"Comedy
"
"Sandpiper, The ",1965,"Drama|Romance
"
Jeremiah Johnson ,1972,"Western
"
Repulsion ,1965,"Thriller
"
Irma la Douce ,1963,"Comedy
"
42 Up ,1998,"Documentary
"
Liberty Heights ,1999,"Drama
"
Mansfield Park ,1999,"Drama
"
"Goodbye, 20th Century ",Zbog,"Drama|Sci-Fi
"
Sleepy Hollow ,1999,"Horror|Romance
"
"World Is Not Enough, The ",1999,"Action|Thriller
"
All About My Mother ,Todo,"Comedy|Drama
"
Home Page ,1999,"Documentary
"
"Living Dead Girl, The ",La M,"Horror
"
March of the Wooden Soldiers ,a.k.,"Comedy
"
Scrooged ,1988,"Comedy
"
Harvey ,1950,"Comedy
"
"Bicycle Thief, The ",Ladr,"Drama
"
Matewan ,1987,"Drama
"
Kagemusha ,1980,"Drama|War
"
Chushingura ,1962,"Drama
"
McCabe & Mrs. Miller ,1971,"Drama|Western
"
Maurice ,1987,"Drama|Romance
"
"Grapes of Wrath, The ",1940,"Drama
"
My Man Godfrey ,1957,"Comedy
"
"Shop Around the Corner, The ",1940,"Comedy|Romance
"
"Natural, The ",1984,"Drama
"
Shampoo ,1975,"Comedy|Romance
"
"River Runs Through It, A ",1992,"Drama
"
Fatal Attraction ,1987,"Thriller
"
Jagged Edge ,1985,"Thriller
"
Stanley & Iris ,1990,"Drama|Romance
"
Midnight Run ,1988,"Action|Adventure|Comedy|Crime
"
Awakenings ,1990,"Drama
"
Come See the Paradise ,1990,"Drama|Romance
"
Backdraft ,1991,"Action|Drama
"
"Fisher King, The ",1991,"Comedy|Drama|Romance
"
"River, The ",1984,"Drama
"
Country ,1984,"Drama
"
Places in the Heart ,1984,"Drama
"
'Night Mother ,1986,"Drama
"
End of Days ,1999,"Action|Thriller
"
Toy Story 2 ,1999,"Animation|Children's|Comedy
"
Flawless ,1999,"Drama
"
Miss Julie ,1999,"Drama
"
Ride with the Devil ,1999,"Drama|Romance|War
"
Tumbleweeds ,1999,"Drama
"
Bay of Blood ,Reaz,"Horror
"
"Distinguished Gentleman, The ",1992,"Comedy
"
"Hitch-Hiker, The ",1953,"Film-Noir
"
Santa Fe Trail ,1940,"Drama|Romance|Western
"
Spring Fever USA ,a.k.,"Comedy
"
Agnes Browne ,1999,"Comedy|Drama
"
"End of the Affair, The ",1999,"Drama
"
"End of the Affair, The ",1955,"Drama
"
Holy Smoke ,1999,"Drama
"
"Map of the World, A ",1999,"Drama
"
Sweet and Lowdown ,1999,"Comedy|Drama
"
Bonfire of the Vanities ,1990,"Comedy
"
Broadway Damage ,1997,"Comedy
"
Daddy Long Legs ,1919,"Comedy
"
Go West ,1925,"Comedy
"
Grand Illusion ,Gran,"Drama|War
"
"Great Santini, The ",1979,"Drama
"
"James Dean Story, The ",1957,"Documentary
"
"Sea Wolves, The ",1980,"Action|War
"
Stealing Home ,1988,"Drama
"
Tarzan the Fearless ,1933,"Action|Adventure
"
"Three Ages, The ",1923,"Comedy
"
"Two Jakes, The ",1990,"Drama
"
U2: Rattle and Hum ,1988,"Documentary|Musical
"
Hell in the Pacific ,1968,"Drama|War
"
"Glass Bottom Boat, The ",1966,"Comedy|Romance
"
"Cradle Will Rock, The ",1999,"Drama
"
Deuce Bigalow: Male Gigolo ,1999,"Comedy
"
"Green Mile, The ",1999,"Drama|Thriller
"
"Cider House Rules, The ",1999,"Drama
"
Diamonds ,1999,"Mystery
"
"War Zone, The ",1999,"Drama
"
"Bat Whispers, The ",1930,"Crime|Drama|Mystery
"
"Last Picture Show, The ",1971,"Drama
"
"7th Voyage of Sinbad, The ",1958,"Action|Adventure|Fantasy
"
Blood on the Sun ,1945,"Drama|War
"
Anna and the King ,1999,"Drama|Romance
"
Bicentennial Man ,1999,"Comedy|Drama|Sci-Fi
"
Stuart Little ,1999,"Children's|Comedy
"
"Emperor and the Assassin, The ",Jing,"Drama
"
Fantasia 2000 ,1999,"Animation|Children's|Musical
"
Magnolia ,1999,"Drama
"
Onegin ,1999,"Drama
"
Simpatico ,1999,"Comedy|Drama
"
Topsy-Turvy ,1999,"Drama
"
"Alley Cats, The ",1968,"Drama
"
Boiling Point ,1993,"Action|Drama
"
Brenda Starr ,1989,"Adventure
"
Carnal Knowledge ,1971,"Drama
"
Easy Rider ,1969,"Adventure|Drama
"
"Falcon and the Snowman, The ",1984,"Drama
"
Hi-Yo Silver ,1940,"Western
"
Room at the Top ,1959,"Drama
"
Ulysses ,Ulis,"Adventure
"
Any Given Sunday ,1999,"Drama
"
Man on the Moon ,1999,"Comedy|Drama
"
Galaxy Quest ,1999,"Adventure|Comedy|Sci-Fi
"
"Talented Mr. Ripley, The ",1999,"Drama|Mystery|Thriller
"
Next Friday ,1999,"Comedy
"
"Hurricane, The ",1999,"Drama
"
Angela's Ashes ,1999,"Drama
"
Play it to the Bone ,1999,"Comedy|Drama
"
Titus ,1999,"Drama
"
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. ,1999,"Documentary
"
"Third Miracle, The ",1999,"Drama
"
Montana ,1998,"Action|Comedy|Crime|Drama
"
Snow Falling on Cedars ,1999,"Drama
"
"Girl, Interrupted ",1999,"Drama
"
Trans ,1998,"Drama
"
"Life and Times of Hank Greenberg, The ",1998,"Documentary
"
My Dog Skip ,1999,"Comedy
"
Supernova ,2000,"Adventure|Sci-Fi
"
"Quarry, The ",1998,"Drama
"
"Terrorist, The ",Mall,"Drama
"
Creature ,1999,"Documentary
"
"Way We Were, The ",1973,"Drama
"
Tess of the Storm Country ,1922,"Drama
"
Stalag 17 ,1953,"Drama|War
"
"Presidio, The ",1988,"Action
"
Papillon ,1973,"Drama
"
Pal Joey ,1957,"Comedy|Musical|Romance
"
"Last Detail, The ",1973,"Comedy|Drama
"
Five Easy Pieces ,1970,"Drama
"
Even Dwarfs Started Small ,Auch,"Drama
"
Dead Calm ,1989,"Thriller
"
"Boys from Brazil, The ",1978,"Thriller
"
Black Sunday ,La M,"Horror
"
Against All Odds ,1984,"Romance
"
"Snows of Kilimanjaro, The ",1952,"Adventure
"
Loaded Weapon 1 ,1993,"Action|Comedy
"
"Loves of Carmen, The ",1948,"Drama
"
Fast Times at Ridgemont High ,1982,"Comedy
"
"Cry in the Dark, A ",1988,"Drama
"
Born to Win ,1971,"Drama
"
Batman: Mask of the Phantasm ,1993,"Animation|Children's
"
American Flyers ,1985,"Drama
"
Voyage of the Damned ,1976,"Drama
"
Vampyros Lesbos ,Las ,"Horror
"
"Star Is Born, A ",1937,"Drama
"
Poison ,1991,"Drama
"
Pacific Heights ,1990,"Thriller
"
Night Tide ,1961,"Drama
"
"Draughtsman's Contract, The ",1982,"Drama
"
Carmen ,1984,"Drama
"
"Zed & Two Noughts, A ",1985,"Drama
"
Woman in the Dunes ,Suna,"Drama
"
Down to You ,2000,"Comedy|Romance
"
Hellhounds on My Trail ,1999,"Documentary
"
"Not Love, Just Frenzy ",Más ,"Comedy|Drama|Thriller
"
Wirey Spindell ,1999,"Comedy
"
Another Man's Poison ,1952,"Crime|Drama
"
"Odessa File, The ",1974,"Thriller
"
"Saphead, The ",1920,"Comedy
"
Seven Chances ,1925,"Comedy
"
Smashing Time ,1967,"Comedy
"
Train Ride to Hollywood ,1978,"Comedy
"
Where the Buffalo Roam ,1980,"Comedy
"
Zachariah ,1971,"Western
"
Kestrel's Eye ,Falk,"Documentary
"
Eye of the Beholder ,1999,"Thriller
"
Isn't She Great? ,2000,"Comedy
"
"Big Tease, The ",1999,"Comedy
"
"Cup, The ",Phör,"Comedy
"
Santitos ,1997,"Comedy
"
Encino Man ,1992,"Comedy
"
"Goodbye Girl, The ",1977,"Comedy|Romance
"
I Am Cuba ,Soy ,"Drama
"
Malcolm X ,1992,"Drama
"
Sister Act ,1992,"Comedy|Crime
"
Sister Act 2: Back in the Habit ,1993,"Comedy
"
"Hand That Rocks the Cradle, The ",1992,"Thriller
"
Alive ,1993,"Drama
"
Agnes of God ,1985,"Drama|Mystery
"
Scent of a Woman ,1992,"Drama
"
Wayne's World ,1992,"Comedy
"
Wayne's World 2 ,1993,"Comedy
"
"League of Their Own, A ",1992,"Comedy|Drama
"
Patriot Games ,1992,"Action|Thriller
"
"Bodyguard, The ",1992,"Action|Drama|Romance|Thriller
"
Death Becomes Her ,1992,"Comedy
"
Far and Away ,1992,"Drama|Romance
"
Howards End ,1992,"Drama
"
Singles ,1992,"Comedy|Drama|Romance
"
Twin Peaks: Fire Walk with Me ,1992,"Drama|Mystery
"
White Men Can't Jump ,1992,"Comedy
"
Buffy the Vampire Slayer ,1992,"Comedy|Horror
"
Hard-Boiled ,Lash,"Action|Crime
"
Man Bites Dog ,C'es,"Action|Comedy|Crime|Drama
"
"Mariachi, El ",1992,"Action|Thriller
"
Stop! Or My Mom Will Shoot ,1992,"Action|Comedy
"
Forever Young ,1992,"Adventure|Romance|Sci-Fi
"
"Cutting Edge, The ",1992,"Drama
"
Of Mice and Men ,1992,"Drama
"
Bad Lieutenant ,1992,"Crime|Drama
"
Scream 3 ,2000,"Horror|Mystery|Thriller
"
Single White Female ,1992,"Action
"
"Boondock Saints, The ",1999,"Action|Comedy
"
Gun Shy ,2000,"Comedy
"
Beloved/Friend ,Amig,"Drama
"
Gendernauts ,1999,"Documentary
"
Knockout ,1999,"Action|Adventure
"
"Baby, The ",1973,"Horror
"
"Brandon Teena Story, The ",1998,"Documentary
"
Different for Girls ,1996,"Comedy
"
Minnie and Moskowitz ,1971,"Action
"
They Might Be Giants ,1971,"Comedy|Romance
"
"Beach, The ",2000,"Adventure|Drama
"
Snow Day ,2000,"Comedy
"
"Tigger Movie, The ",2000,"Animation|Children's
"
Cotton Mary ,1999,"Drama
"
Not One Less ,Yi g,"Drama
"
Soft Toilet Seats ,1999,"Comedy
"
Trois ,2000,"Thriller
"
"Big Combo, The ",1955,"Film-Noir
"
Conceiving Ada ,1997,"Drama|Sci-Fi
"
Eaten Alive ,1976,"Horror
"
Raining Stones ,1993,"Drama
"
To Sir with Love ,1967,"Drama
"
With Byrd at the South Pole ,1930,"Documentary
"
Boiler Room ,2000,"Drama
"
Hanging Up ,2000,"Comedy|Drama
"
Pitch Black ,2000,"Action|Sci-Fi
"
"Whole Nine Yards, The ",2000,"Comedy|Crime
"
Beautiful People ,1999,"Comedy
"
Black Tar Heroin: The Dark End of the Street ,1999,"Documentary
"
Blue Collar ,1978,"Crime|Drama
"
Bluebeard ,1944,"Film-Noir|Horror
"
"Circus, The ",1928,"Comedy
"
City Lights ,1931,"Comedy|Drama|Romance
"
"Flamingo Kid, The ",1984,"Comedy|Drama
"
"Dog's Life, A ",1920,"Comedy
"
"Kid, The ",1921,"Action
"
"Man from Laramie, The ",1955,"Western
"
"McCullochs, The ",1975,"Drama
"
Class Reunion ,1982,"Comedy
"
"Big Trees, The ",1952,"Action|Drama
"
Happy Go Lovely ,1951,"Musical
"
Reindeer Games ,2000,"Action|Thriller
"
Wonder Boys ,2000,"Comedy|Drama
"
Deterrence ,1998,"Thriller
"
Judy Berlin ,1999,"Drama
"
Mifune ,Mifu,"Comedy|Romance
"
"Waiting Game, The ",2000,"Comedy
"
3 Strikes ,2000,"Comedy
"
Chain of Fools ,2000,"Comedy|Crime
"
Drowning Mona ,2000,"Comedy
"
"Next Best Thing, The ",2000,"Comedy|Drama
"
What Planet Are You From? ,2000,"Comedy|Sci-Fi
"
Beyond the Mat ,2000,"Documentary
"
Ghost Dog: The Way of the Samurai ,1999,"Crime|Drama
"
"Year My Voice Broke, The ",1987,"Drama
"
Splendor in the Grass ,1961,"Drama
"
My Tutor ,1983,"Drama
"
"Legend of Lobo, The ",1962,"Adventure|Children's
"
"Killing of Sister George, The ",1968,"Drama
"
Key Largo ,1948,"Crime|Drama|Film-Noir|Thriller
"
Jail Bait ,1954,"Crime|Drama
"
It Happened Here ,1961,"Drama
"
I'll Never Forget What's 'is Name ,1967,"Comedy|Drama
"
For All Mankind ,1989,"Documentary
"
Cross of Iron ,1977,"War
"
Bride of the Monster ,1956,"Horror|Sci-Fi
"
Born Yesterday ,1950,"Comedy
"
Birdy ,1984,"Drama|War
"
And God Created Woman ,1988,"Comedy|Drama|Romance
"
Blood Feast ,1963,"Horror
"
"Charlie, the Lonesome Cougar ",1967,"Adventure|Children's
"
Color Me Blood Red ,1965,"Horror
"
Never Cry Wolf ,1983,"Drama
"
"Night Visitor, The ",1970,"Crime|Thriller
"
"Perils of Pauline, The ",1947,"Comedy
"
"Raisin in the Sun, A ",1961,"Drama
"
Two Thousand Maniacs! ,1964,"Horror
"
Brown's Requiem ,1998,"Drama
"
"Closer You Get, The ",2000,"Comedy|Romance
"
Mission to Mars ,2000,"Sci-Fi
"
"Ninth Gate, The ",2000,"Thriller
"
Condo Painting ,2000,"Documentary
"
East-West ,Est-,"Drama|Romance
"
Defending Your Life ,1991,"Comedy|Romance
"
Breaking Away ,1979,"Drama
"
Hoosiers ,1986,"Drama
"
Bull Durham ,1988,"Comedy
"
Dog Day Afternoon ,1975,"Comedy|Crime|Drama
"
American Graffiti ,1973,"Comedy|Drama
"
"Asphalt Jungle, The ",1950,"Crime|Film-Noir
"
"Searchers, The ",1956,"Western
"
Where Eagles Dare ,1969,"Action|Adventure|War
"
"Devil's Brigade, The ",1968,"War
"
"Big Country, The ",1958,"Romance|Western
"
Any Number Can Win ,Mélo,"Crime
"
Betrayed ,1988,"Drama|Thriller
"
Bound for Glory ,1976,"Drama
"
"Bridge at Remagen, The ",1969,"Action|War
"
Buck and the Preacher ,1972,"Western
"
Daughters of the Dust ,1992,"Drama
"
Destination Moon ,1950,"Sci-Fi
"
"Fantastic Night, The ",La N,"Romance
"
Hangmen Also Die ,1943,"Drama|War
"
"Ogre, The ",Der ,"Drama
"
On the Beach ,1959,"Drama
"
Railroaded! ,1947,"Film-Noir
"
Slaves to the Underground ,1997,"Comedy|Drama
"
Song of Freedom ,1936,"Drama
"
Big Fella ,1937,"Drama|Musical
"
"Taking of Pelham One Two Three, The ",1974,"Action
"
Volunteers ,1985,"Comedy
"
JFK ,1991,"Drama|Mystery
"
Who's Harry Crumb? ,1989,"Comedy
"
Harry and the Hendersons ,1987,"Comedy
"
Let's Get Harry ,1986,"Action|Adventure
"
Shanghai Surprise ,1986,"Adventure
"
Who's That Girl? ,1987,"Comedy
"
She-Devil ,1989,"Comedy
"
Date with an Angel ,1987,"Comedy|Fantasy
"
Blind Date ,1987,"Comedy|Romance
"
Nadine ,1987,"Comedy
"
"Muppet Movie, The ",1979,"Children's|Comedy
"
"Great Muppet Caper, The ",1981,"Children's|Comedy
"
"Muppets Take Manhattan, The ",1984,"Children's|Comedy
"
Sesame Street Presents Follow That Bird ,1985,"Children's|Comedy
"
We're Back! A Dinosaur's Story ,1993,"Animation|Children's
"
Baby... Secret of the Lost Legend ,1985,"Adventure|Sci-Fi
"
Turtle Diary ,1985,"Drama
"
Raise the Titanic ,1980,"Drama|Thriller
"
Titanic ,1953,"Action|Drama
"
"Night to Remember, A ",1958,"Action|Drama
"
Captain Horatio Hornblower ,1951,"Action|Adventure|War
"
"Carriers Are Waiting, The ",Les ,"Comedy|Drama
"
Erin Brockovich ,2000,"Drama
"
Final Destination ,2000,"Drama|Thriller
"
Soft Fruit ,1999,"Comedy|Drama
"
Babymother ,1998,"Drama
"
"Bear, The ",1988,"Adventure
"
Impact ,1949,"Crime|Drama
"
Love Is a Many-Splendored Thing ,1955,"Romance
"
"Mirror, The ",Zerk,"Drama
"
"Trial, The ",Le P,"Drama
"
"Crimson Pirate, The ",1952,"Adventure|Comedy|Sci-Fi
"
Thelma & Louise ,1991,"Action|Drama
"
Something for Everyone ,1970,"Comedy|Crime
"
...And Justice for All ,1979,"Drama|Thriller
"
Animal House ,1978,"Comedy
"
She's Gotta Have It ,1986,"Comedy|Romance
"
School Daze ,1988,"Drama
"
Do the Right Thing ,1989,"Comedy|Drama
"
Mo' Better Blues ,1990,"Drama
"
Jungle Fever ,1991,"Drama|Romance
"
Coogan's Bluff ,1968,"Crime
"
"Champ, The ",1979,"Drama
"
Creature Comforts ,1990,"Animation|Comedy
"
Death Wish ,1974,"Action|Drama
"
Death Wish II ,1982,"Action|Drama
"
Death Wish 3 ,1985,"Action|Drama
"
Death Wish 4: The Crackdown ,1987,"Action|Drama
"
Death Wish V: The Face of Death ,1994,"Action|Drama
"
Double Indemnity ,1944,"Crime|Film-Noir
"
Dying Young ,1991,"Drama|Romance
"
Cool as Ice ,1991,"Drama
"
Teenage Mutant Ninja Turtles ,1990,"Action|Children's|Fantasy
"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991,"Action|Children's|Fantasy
"
Teenage Mutant Ninja Turtles III ,1993,"Action|Children's|Fantasy
"
Red Dawn ,1984,"Action|War
"
Band of the Hand ,1986,"Action
"
Born American ,1986,"Action|Drama|Thriller
"
Bloodsport ,1988,"Action
"
Eyes of Laura Mars ,1978,"Mystery|Thriller
"
Funny Bones ,1995,"Comedy
"
"Good Earth, The ",1937,"Drama
"
"Good Morning, Vietnam ",1987,"Comedy|Drama|War
"
"Good Mother, The ",1988,"Drama
"
Grumpy Old Men ,1993,"Comedy
"
Guess Who's Coming to Dinner ,1967,"Comedy|Drama
"
Romeo Must Die ,2000,"Action|Romance
"
Here on Earth ,2000,"Drama|Romance
"
Whatever It Takes ,2000,"Comedy|Romance
"
Buddy Boy ,1999,"Drama|Thriller
"
"Color of Paradise, The ",Rang,"Drama
"
Waking the Dead ,1999,"Drama
"
Blood and Sand ,Sang,"Drama|Romance
"
Gothic ,1986,"Drama|Horror
"
Hillbillys in a Haunted House ,1967,"Comedy
"
Lord of the Flies ,1963,"Adventure|Drama|Thriller
"
Modern Times ,1936,"Comedy
"
Last Resort ,1994,"Comedy
"
Solar Crisis ,1993,"Sci-Fi|Thriller
"
That's Life! ,1986,"Drama
"
Heart and Souls ,1993,"Comedy|Fantasy
"
Hud ,1963,"Drama|Western
"
"Hustler, The ",1961,"Drama
"
Inherit the Wind ,1960,"Drama
"
Dersu Uzala ,1974,"Adventure|Drama
"
Close Encounters of the Third Kind ,1977,"Drama|Sci-Fi
"
Horror Hotel ,a.k.,"Horror
"
Jonah Who Will Be 25 in the Year 2000 ,1976,"Comedy
"
Retroactive ,1997,"Sci-Fi|Thriller
"
"Place in the Sun, A ",1951,"Drama|Romance
"
Jacob's Ladder ,1990,"Horror|Mystery|Thriller
"
Empire Records ,1995,"Comedy|Drama
"
"Bamba, La ",1987,"Drama
"
Ladyhawke ,1985,"Adventure|Fantasy|Romance
"
Lucas ,1986,"Drama
"
High Fidelity ,2000,"Comedy
"
Price of Glory ,2000,"Drama
"
"Road to El Dorado, The ",2000,"Animation|Children's
"
"Skulls, The ",2000,"Thriller
"
Autopsy ,Macc,"Horror
"
Devil Girl From Mars ,1954,"Sci-Fi
"
"Dorado, El ",1967,"Western
"
"Hideous Sun Demon, The ",1959,"Horror|Sci-Fi
"
Hook ,1991,"Adventure|Fantasy
"
Horror Express ,1972,"Horror
"
My Chauffeur ,1986,"Comedy
"
"Son of the Sheik, The ",1926,"Adventure
"
Torso ,Corp,"Horror
"
True Grit ,1969,"Adventure|Western
"
Roadside Prophets ,1992,"Comedy|Drama
"
Madame Sousatzka ,1988,"Drama
"
Max Dugan Returns ,1983,"Comedy
"
Midnight Express ,1978,"Drama
"
Misery ,1990,"Horror
"
Mr. Saturday Night ,1992,"Comedy|Drama
"
Murphy's Romance ,1985,"Comedy|Romance
"
My Life ,1993,"Drama
"
Solaris ,Soly,"Drama|Sci-Fi
"
Network ,1976,"Comedy|Drama
"
No Way Out ,1987,"Thriller
"
North Dallas Forty ,1979,"Comedy|Drama
"
"Odd Couple, The ",1968,"Comedy
"
"Outlaw Josey Wales, The ",1976,"Western
"
Black and White ,1999,"Drama
"
Frequency ,2000,"Drama|Thriller
"
Ready to Rumble ,2000,"Comedy
"
Return to Me ,2000,"Drama|Romance
"
Rules of Engagement ,2000,"Drama|Thriller
"
Joe Gould's Secret ,2000,"Drama
"
Me Myself I ,2000,"Comedy
"
"Bell, Book and Candle ",1958,"Comedy|Romance
"
"Bells, The ",1926,"Crime|Drama
"
"End of Violence, The ",1997,"Drama|Thriller
"
Force 10 from Navarone ,1978,"Action|War
"
How to Stuff a Wild Bikini ,1965,"Comedy
"
Mystery Train ,1989,"Comedy|Crime|Drama
"
Sacco and Vanzetti ,Sacc,"Drama
"
Taffin ,1988,"Action|Thriller
"
Arthur ,1981,"Comedy|Romance
"
Bachelor Party ,1984,"Comedy
"
Parenthood ,1989,"Comedy|Drama
"
Predator ,1987,"Action|Sci-Fi|Thriller
"
"Prince of Tides, The ",1991,"Drama|Romance
"
"Postman Always Rings Twice, The ",1981,"Crime|Thriller
"
Smoking/No Smoking ,1993,"Comedy
"
All the Vermeers in New York ,1990,"Comedy|Drama|Romance
"
Freedom for Us ,À no,"Comedy
"
"Actor's Revenge, An ",Yuki,"Drama
"
28 Days ,2000,"Comedy
"
American Psycho ,2000,"Comedy|Horror|Thriller
"
Keeping the Faith ,2000,"Comedy|Romance
"
Where the Money Is ,2000,"Comedy|Drama
"
East is East ,1999,"Comedy
"
"Filth and the Fury, The ",2000,"Documentary
"
Passion of Mind ,1999,"Romance|Thriller
"
Third World Cop ,1999,"Action
"
Coming Apart ,1969,"Drama
"
Diner ,1982,"Comedy|Drama
"
Shakes the Clown ,1991,"Comedy
"
Cabaret ,1972,"Musical|War
"
What Ever Happened to Baby Jane? ,1962,"Drama|Thriller
"
Prick Up Your Ears ,1987,"Drama
"
Auntie Mame ,1958,"Comedy|Drama
"
Guys and Dolls ,1955,"Musical
"
"Hunger, The ",1983,"Horror
"
Marathon Man ,1976,"Thriller
"
Caddyshack ,1980,"Comedy
"
Gossip ,2000,"Drama|Thriller
"
Love and Basketball ,2000,"Drama|Romance
"
U-571 ,2000,"Action|Thriller
"
"Virgin Suicides, The ",1999,"Comedy|Drama
"
Jennifer 8 ,1992,"Thriller
"
"Law, The ",Le L,"Drama
"
Limelight ,1952,"Drama
"
Phantom Love ,Ai N,"Drama
"
Stacy's Knights ,1982,"Drama
"
Committed ,2000,"Comedy|Drama
"
"Crow: Salvation, The ",2000,"Action|Horror
"
"Flintstones in Viva Rock Vegas, The ",2000,"Children's|Comedy
"
Where the Heart Is ,2000,"Comedy|Drama
"
"Big Kahuna, The ",2000,"Comedy|Drama
"
Bossa Nova ,1999,"Comedy
"
Smiling Fish and Goat on Fire ,1999,"Drama
"
"Idiots, The ",Idio,"Comedy|Drama
"
"Last September, The ",1999,"Drama
"
Time Code ,2000,"Drama
"
Carnosaur ,1993,"Horror|Sci-Fi
"
Carnosaur 2 ,1995,"Horror|Sci-Fi
"
Carnosaur 3: Primal Species ,1996,"Horror|Sci-Fi
"
Defying Gravity ,1997,"Drama
"
"Hidden, The ",1987,"Action|Horror|Sci-Fi
"
Two Moon Juction ,1988,"Drama
"
Gladiator ,2000,"Action|Drama
"
I Dreamed of Africa ,2000,"Drama
"
Up at the Villa ,2000,"Drama
"
Human Traffic ,1999,"Drama
"
"Jails, Hospitals & Hip-Hop ",2000,"Drama
"
Black Tights ,Les ,"Drama
"
Breathless ,1983,"Action|Drama|Romance|Thriller
"
"Great Locomotive Chase, The ",1956,"Adventure|War
"
"Idolmaker, The ",1980,"Drama
"
Inferno ,1980,"Horror
"
"King of Marvin Gardens, The ",1972,"Crime|Drama
"
"Kill, Baby... Kill! ",Oper,"Horror
"
"Lords of Flatbush, The ",1974,"Comedy
"
Mr. Mom ,1983,"Comedy|Drama
"
Time Masters ,Les ,"Animation|Sci-Fi
"
Battlefield Earth ,2000,"Action|Sci-Fi
"
Center Stage ,2000,"Drama
"
Held Up ,2000,"Comedy
"
Screwed ,2000,"Comedy
"
Whipped ,2000,"Comedy
"
Hamlet ,2000,"Drama
"
Anchors Aweigh ,1945,"Comedy|Musical
"
Blue Hawaii ,1961,"Comedy|Musical
"
"Castaway Cowboy, The ",1974,"Comedy|Western
"
G. I. Blues ,1960,"Musical
"
"Gay Deceivers, The ",1969,"Comedy
"
Gypsy ,1962,"Musical
"
King Creole ,1958,"Drama|Musical
"
On the Town ,1949,"Musical
"
One Little Indian ,1973,"Comedy|Drama|Western
"
Pee-wee's Big Adventure ,1985,"Comedy
"
Regret to Inform ,1998,"Documentary
"
Roustabout ,1964,"Musical
"
Saludos Amigos ,1943,"Animation|Children's|Comedy
"
"Slipper and the Rose, The ",1976,"Adventure|Musical|Romance
"
Things Change ,1988,"Comedy
"
Honeymoon in Vegas ,1992,"Comedy|Romance
"
Dinosaur ,2000,"Animation|Children's
"
Loser ,2000,"Comedy|Romance
"
Road Trip ,2000,"Comedy
"
Small Time Crooks ,2000,"Comedy
"
"Hollywood Knights, The ",1980,"Comedy
"
"Myth of Fingerprints, The ",1997,"Comedy|Drama
"
Possession ,1981,"Drama|Horror
"
"Twelve Chairs, The ",1970,"Comedy
"
Mission: Impossible 2 ,2000,"Action|Thriller
"
Shanghai Noon ,2000,"Action
"
Better Living Through Circuitry ,1999,"Documentary
"
8 1/2 Women ,1999,"Comedy
"
Carnival of Souls ,1962,"Horror|Thriller
"
Flying Tigers ,1942,"Action|Drama|War
"
"Gold Rush, The ",1925,"Comedy
"
"House of Exorcism, The ",La C,"Horror
"
It's in the Water ,1998,"Comedy
"
Monsieur Verdoux ,1947,"Comedy
"
On Her Majesty's Secret Service ,1969,"Action
"
Seven Days in May ,1964,"Thriller
"
"Spy Who Loved Me, The ",1977,"Action
"
Those Who Love Me Can Take the Train ,Ceux,"Drama
"
Vagabond ,Sans,"Drama
"
Moonraker ,1979,"Action|Romance|Sci-Fi
"
"Man with the Golden Gun, The ",1974,"Action
"
"King in New York, A ",1957,"Comedy|Drama
"
"Woman of Paris, A ",1923,"Drama
"
In Old California ,1942,"Western
"
"Fighting Seabees, The ",1944,"Action|Drama|War
"
Dark Command ,1940,"Western
"
Cleo From 5 to 7 ,Cléo,"Drama
"
Big Momma's House ,2000,"Comedy
"
Running Free ,2000,"Drama
"
